Position,Institution,Country/territory,Count,Share
6017,"HMU Health and Medical University (HMU)",Germany,5,0.21031026379032
6018,"Hamamatsu Photonics K.K.",Japan,2,0.21025641025641
6019,"St. Mary's Hospital",Japan,2,0.21014492753623
6019,"Hwa Chong Institution",Singapore,2,0.21014492753623
6020,"Nanjing Pukou Hospital",China,4,0.20972222222222
6021,"Centre for Digestive Diseases (CCD)",Australia,3,0.20965608465608
6022,"Isfahan University of Medical Sciences",Iran,9,0.20942436376194
6023,"American Board of Pediatrics Foundation (ABPF)","United States of America (USA)",3,0.20887445887446
6024,"University of Ilorin (Unilorin)",Nigeria,7,0.20886745099775
6025,"Centre Hospitalier de Perpignan",France,5,0.20865204091011
6026,"Weihenstephan-Triesdorf University of Applied Sciences (HSWT)",Germany,2,0.20855614973262
6027,"MediClin AG",Germany,2,0.2085020242915
6028,"OrganOx Limited","United Kingdom (UK)",1,0.20833333333333
6028,"Östersund Hospital",Sweden,3,0.20833333333333
6028,"University of Barisal (BU)",Bangladesh,2,0.20833333333333
6028,"Chenzhu Biotechnology Co., Ltd.",China,2,0.20833333333333
6028,"Najing Technology Corporation LTD.",China,2,0.20833333333333
6028,"INVITE GmbH",Germany,2,0.20833333333333
6028,"Easee BV",Netherlands,1,0.20833333333333
6028,"Aprovecho Research Center","United States of America (USA)",1,0.20833333333333
6028,Savara,"United States of America (USA)",1,0.20833333333333
6028,"MagnetoCat SL",Spain,1,0.20833333333333
6028,"Vision 2020 The Netherlands the Right to Sight",Netherlands,1,0.20833333333333
6028,"GeneMedicine Co., Ltd.","South Korea",1,0.20833333333333
6028,"Virocure Inc","South Korea",1,0.20833333333333
6028,"Myllia Biotechnology GmbH",Austria,1,0.20833333333333
6029,"Azienda Universitario Ospedaliera di Cagliari",Italy,10,0.208186245778
6030,"Central Coast Council",Australia,2,0.20793650793651
6031,"South Valley University (SVU)",Egypt,5,0.20768967874231
6032,"Bethel University","United States of America (USA)",35,0.20735291070268
6033,"Edwards Lifesciences","United States of America (USA)",4,0.20722654699177
6034,"Prenosis, Inc.","United States of America (USA)",1,0.20689655172414
6035,"Institut Hospitalier Franco-Britannique (IHFB)",France,3,0.20684523809524
6036,"University for Continuing Education Krems",Austria,5,0.20673220504857
6037,"Dijklander Hospital",Netherlands,4,0.20666666666667
6037,"Hunan University of Medicine",China,2,0.20666666666667
6037,"ASST Lariana",Italy,2,0.20666666666667
6038,"Jerusalem Hospital Hamburg",Germany,4,0.20665922619048
6039,"Universidad del Cauca",Colombia,2,0.20662251655629
6040,"Beijing Institute of Graphic Communication (BIGC)",China,3,0.20656565656566
6041,"National Museum of Natural Science",Taiwan,3,0.20649350649351
6042,"Bülent Ecevit University",Turkey,3,0.20611295681063
6043,"Complejo Hospitalario Universitario de Albacete",Spain,7,0.20611257811405
6044,"Walter Sisulu University (WSU)","South Africa",3,0.20610119047619
6045,"Athens Medical Group",Greece,5,0.20607982660614
6046,"Gansu University of Chinese Medicine",China,3,0.20588469501513
6047,"Central Finland Central Hospital, Jyväskylä",Finland,3,0.20579844006568
6048,"Hospital Dr. Sótero del Río",Chile,4,0.20561840120664
6049,"Dnipro State Medical University (DSMU)",Ukraine,6,0.20552398989899
6050,"China Mobile Communications Corporation",China,3,0.20549242424242
6051,"Luliang University",China,2,0.20535714285714
6052,"Federation University Australia",Australia,8,0.20527690955495
6053,"Førde Hospital Trust",Norway,4,0.20517676767677
6054,"BAK Power Battery",China,3,0.20512820512821
6054,"Laboratorio Avi Mex S.A. de C.V. (Avimex)",Mexico,1,0.20512820512821
6055,Stansile,Rwanda,2,0.20486111111111
6055,"Centro de Investigaciones Metabolicas (CINME)",Argentina,2,0.20486111111111
6056,"Storm Therapeutics Ltd.","United Kingdom (UK)",2,0.2047619047619
6057,"National Hospital Organization Kyushu Medical Center",Japan,5,0.20476118797528
6058,"Institute for Systems Engineering and Computers (INESC)",Portugal,3,0.20411255411255
6059,"Kerala State Council for Science, Technology and Environment (KSCSTE)",India,3,0.2040679908327
6060,"M’Hamed Bouguerra University of Boumerdés",Algeria,2,0.20405982905983
6061,"Fenway Health","United States of America (USA)",4,0.2038961038961
6062,"Agricultural Institute of Slovenia",Slovenia,3,0.2037037037037
6062,"Capital Fund Management (CFM)",France,2,0.2037037037037
6063,"Republican Research and Practical Centre for Pulmonology and Tuberculosis",Belarus,2,0.20347826086957
6064,"University Ferhat Abbas of Setif (UFAS)",Algeria,3,0.20335326067708
6065,"Institut Supérieur de l'Aéronautique et de l'Espace (ISAE-SUPAERO)",France,3,0.20294117647059
6066,"Qatar Falcon Genome Project",Qatar,1,0.20289855072464
6067,"Arizona Urology Specialists","United States of America (USA)",4,0.20288220551378
6068,"Grupo de las Industrias Biotecnológica, y Farmacéutica (BioCubaFarma)",Cuba,4,0.2025641025641
6069,"Malin Space Science Systems (MSSS)","United States of America (USA)",3,0.20238095238095
6069,"Suzhou Vocational Health College",China,2,0.20238095238095
6070,"Manitoba Interdisciplinary Lactation Centre (MILC)",Canada,4,0.20222431077694
6071,"National Power Company of Iceland",Iceland,2,0.2020202020202
6072,"Shenzhen Desay Battery Co., Ltd.",China,2,0.20192307692308
6072,"Berliner Wasserbetriebe (BWB)",Germany,2,0.20192307692308
6073,"Pacific University Oregon","United States of America (USA)",2,0.20189393939394
6074,"Australian and New Zealand Intensive Care Society (ANZICS)",Australia,4,0.20156695156695
6075,"Shenzhen Maternal and Child Health Care Hospital",China,5,0.201526693918
6076,"Chulabhorn Royal Academy (CRA)",Thailand,3,0.20142602495544
6077,"NRG Oncology Foundation, Inc.","United States of America (USA)",4,0.20138888888889
6078,"Saskatchewan Health Authority",Canada,2,0.20114942528736
6079,"Orlando Immunology Center (OIC)","United States of America (USA)",3,0.20099715099715
6080,"University of Agriculture, Faisalabad (UAF)",Pakistan,2,0.20069108500346
6081,"Shiga University",Japan,3,0.20049857549858
6082,"Catholic University of Portugal (UCP)",Portugal,4,0.20038579249106
6083,"Guru Angad Dev Veterinary and Animal Sciences University",India,2,0.20034554250173
6083,"A.T. Still University of Health Sciences (ATSU)","United States of America (USA)",2,0.20034554250173
6084,"Beijing SinoGaN Semiconductor Technology Co., Ltd",China,5,0.20024509803922
6085,"Wakayama University",Japan,3,0.2000466853408
6086,"East Suffolk and North Essex NHS Foundation Trust","United Kingdom (UK)",5,0.20002592114913
6087,"Nature Seychelles",Seychelles,2,0.2
6087,"Suzhou CASENS",China,2,0.2
6087,"Kanta-Häme Central Hospital",Finland,2,0.2
6087,"Physical Sciences Laboratory (PSL)","United States of America (USA)",2,0.2
6087,"Fundação de Vigilância em Saúde do Amazonas (FVS/AM)",Brazil,2,0.2
6087,"Barresi Geoscience",Canada,1,0.2
6087,"Faradion Limited","United Kingdom (UK)",1,0.2
6087,"Liverpool Hope University","United Kingdom (UK)",1,0.2
6087,Aurinia,Canada,1,0.2
6087,"Halle Geological Services",Canada,1,0.2
6087,"Ontario Water Works Association (OWWA)",Canada,1,0.2
6087,"Valence Labs",Canada,1,0.2
6087,CellSpex,"United Kingdom (UK)",1,0.2
6087,"Global 50/50","United Kingdom (UK)",1,0.2
6087,"Culture Collection of Algae and Protozoa (CCAP)","United Kingdom (UK)",1,0.2
6087,"Scott Bader Company Limited","United Kingdom (UK)",1,0.2
6087,"NHS Health Education England","United Kingdom (UK)",1,0.2
6087,"Water Research Centre Ltd (WRc)","United Kingdom (UK)",1,0.2
6087,"Xiron Global Ltd.","United Kingdom (UK)",1,0.2
6087,"Indiana Consortium for Analytical Science and Engineering (ICASE)","United States of America (USA)",1,0.2
6087,"Thorlabs, Inc.","United States of America (USA)",1,0.2
6087,"State University of New York at Geneseo (SUNY Geneseo)","United States of America (USA)",1,0.2
6087,"Wood River Field Services","United States of America (USA)",1,0.2
6087,"Isoformix Inc.","United States of America (USA)",1,0.2
6087,"Alabama College of Osteopathic Medicine","United States of America (USA)",1,0.2
6087,"Artemis Dx","United States of America (USA)",1,0.2
6087,Cepheid,"United States of America (USA)",1,0.2
6087,"The Robert Graham Center","United States of America (USA)",1,0.2
6087,"American Board of Family Medicine","United States of America (USA)",1,0.2
6087,"AbCellera Biologics Inc.",Canada,1,0.2
6087,"Metropolitan Water Reclamation District of Greater Chicago (MWRD)","United States of America (USA)",1,0.2
6087,"Panalgo, LLC","United States of America (USA)",1,0.2
6087,"Washburn University","United States of America (USA)",1,0.2
6087,"HDR, Inc.","United States of America (USA)",1,0.2
6087,"California Association of Long Term Care Medicine (CALTCM)","United States of America (USA)",1,0.2
6087,"Universidad de Ciencias y Artes de Chiapas (UNICACH)",Mexico,1,0.2
6087,"RKS Laboratories Ltd",Canada,1,0.2
6087,BeDimensional,Italy,1,0.2
6087,"Access Arctic",France,1,0.2
6087,"DIMENC Direction de l'Industrie, des Mines et de l'Energie",France,1,0.2
6087,Axel’One,France,1,0.2
6087,"French Athletics Federation",France,1,0.2
6087,"XeedQ GmbH",Germany,1,0.2
6087,"PCO AG",Germany,1,0.2
6087,"Nanion Technologies GmbH",Germany,1,0.2
6087,"Grintech GmbH",Germany,1,0.2
6087,"Kaia Health GmbH",Germany,1,0.2
6087,"German pension insurance",Germany,1,0.2
6087,"attyloid GmbH",Germany,1,0.2
6087,"University of Hagen",Germany,1,0.2
6087,"Symrise AG",Germany,1,0.2
6087,"Sotiria General Hospital",Greece,1,0.2
6087,"Association for Regional Development and Mental Health (EPAPSY)",Greece,1,0.2
6087,"St Mary's University","United Kingdom (UK)",1,0.2
6087,"ISTEQ B.V.",Netherlands,1,0.2
6087,"Noria Sustainable Innovators",Netherlands,1,0.2
6087,"Hospital Santa Joana",Portugal,1,0.2
6087,"Synergy University",Russia,1,0.2
6087,"Institute of General and Physical Chemistry (IGPT)",Serbia,1,0.2
6087,"Prievidza Chemical Society (PChS)",Slovakia,1,0.2
6087,"Skid Visual Science",Spain,1,0.2
6087,"ZeClinics SL",Spain,1,0.2
6087,"Marginal Carbon AB",Sweden,1,0.2
6087,"Oriflame Cosmetics",Sweden,1,0.2
6087,"SynSense AG",Switzerland,1,0.2
6087,"Synple Chem AG",Switzerland,1,0.2
6087,"Global Market Access Solutions Sarl (GMAS)",Switzerland,1,0.2
6087,"International Institute for Management Development (IMD)",Switzerland,1,0.2
6087,"Prefeitura Municipal de Niterói",Brazil,1,0.2
6087,"Massachusetts Water Resources Authority (MWRA)","United States of America (USA)",1,0.2
6087,"The ROS1ders","United States of America (USA)",1,0.2
6087,"EGFR Resisters","United States of America (USA)",1,0.2
6087,"LUNGevity Foundation","United States of America (USA)",1,0.2
6087,VIVUS,"United States of America (USA)",1,0.2
6087,"Deerfield Management Company","United States of America (USA)",1,0.2
6087,"Rocky Vista University (RVU)","United States of America (USA)",1,0.2
6087,"Ausable Freshwater Center","United States of America (USA)",1,0.2
6087,Curia,"United States of America (USA)",1,0.2
6087,"Pasadena City College","United States of America (USA)",1,0.2
6087,"Salt River Project (SRP)","United States of America (USA)",1,0.2
6087,"Stroud Water Research Center","United States of America (USA)",1,0.2
6087,"HTX Technologies, LLC","United States of America (USA)",1,0.2
6087,"California Geological Survey (CGS)","United States of America (USA)",1,0.2
6087,"Universidade Tiradentes (UNIT)",Brazil,1,0.2
6087,"Cangrade, Inc.","United States of America (USA)",1,0.2
6087,"Polícia Civil do Distrito Federal",Brazil,1,0.2
6087,"Amapá Superintendência de Vigilância em Saúde",Brazil,1,0.2
6087,"Brazilian Meteor Observation Network (BRAMON)",Brazil,1,0.2
6087,"Universidad de Playa Ancha (UPLA)",Chile,1,0.2
6087,"Centro Nacional de Inteligencia Artificial (CENIA)",Chile,1,0.2
6087,"Simón Bolívar University (USB)",Venezuela,1,0.2
6087,"Tel-Hai College",Israel,1,0.2
6087,"Pakistan Space and Upper Atmosphere Research Commission (SUPARCO)",Pakistan,1,0.2
6087,"Rawalpindi Leprosy Hospital",Pakistan,1,0.2
6087,"Palestinian Central Bureau of Statistics (PCBS)","Palestinian territories",1,0.2
6087,"Namik Kemal University",Turkey,1,0.2
6087,"Beylikduzu State Hospital",Turkey,1,0.2
6087,"Central Asian University (CAU)",Uzbekistan,1,0.2
6087,"Tera Aurora Electro-optics Technology Co., Ltd",China,1,0.2
6087,"Arbor Hospice","United States of America (USA)",1,0.2
6087,"Young Harris College","United States of America (USA)",1,0.2
6087,"3rd Rock Research","United States of America (USA)",1,0.2
6087,"Gordon Cutler Consultancy, LLC","United States of America (USA)",1,0.2
6087,"Bridgewater College","United States of America (USA)",1,0.2
6087,"Chinese for Affirmative Action (CAA)","United States of America (USA)",1,0.2
6087,"United State Gypsum Co.","United States of America (USA)",1,0.2
6087,"Lane Tech College Prep High School","United States of America (USA)",1,0.2
6087,"Alcoa Technical Center (Alcoa)","United States of America (USA)",1,0.2
6087,"INTERA Inc.","United States of America (USA)",1,0.2
6087,"DataClassroom Inc.","United States of America (USA)",1,0.2
6087,"Grinnell College","United States of America (USA)",1,0.2
6087,"iAdvocate, Inc.","United States of America (USA)",1,0.2
6087,"Physician Care Clinical Research","United States of America (USA)",1,0.2
6087,"Coologics, Inc.","United States of America (USA)",1,0.2
6087,"Global Medical Knowledge Alliance (GMKA)","United States of America (USA)",1,0.2
6087,"Council on Foreign Relations","United States of America (USA)",1,0.2
6087,"Utah Department of Environmental Quality (DEQ)","United States of America (USA)",1,0.2
6087,"Activated Research Company, LLC (ARC)","United States of America (USA)",1,0.2
6087,"Ross University School of Medicine (RUSM)","United States of America (USA)",1,0.2
6087,"OMNY Health","United States of America (USA)",1,0.2
6087,"Adroit Materials, Inc.","United States of America (USA)",1,0.2
6087,"Cinder Biological Inc.","United States of America (USA)",1,0.2
6087,"Tisch MS Research Center of New York","United States of America (USA)",1,0.2
6087,"Resource Innovations Inc.","United States of America (USA)",1,0.2
6087,"Fertility Center of San Antonio,","United States of America (USA)",1,0.2
6087,"Parkland Center for Clinical Innovation (PCCI)","United States of America (USA)",1,0.2
6087,"Headwaters Corporation","United States of America (USA)",1,0.2
6087,"Paradox Nutrition, LLC.","United States of America (USA)",1,0.2
6087,"Clearas Water Recovery","United States of America (USA)",1,0.2
6087,"Vance Thompson Vision","United States of America (USA)",1,0.2
6087,"Jinling Pharmaceutical Co., Ltd.",China,1,0.2
6087,"Suzhou Water Supply Company Limited",China,1,0.2
6087,"Guizhou Light Industry Technical College",China,1,0.2
6087,"Changsha Environmental Protection College",China,1,0.2
6087,"Shanghai Anyikang Biotechnology Co., Ltd.",China,1,0.2
6087,"Shenyang Institute of Engineering",China,1,0.2
6087,"Baoding First Central Hospital",China,1,0.2
6087,"Shanghai Qiyang Testing Technology Co.",China,1,0.2
6087,"Yuansheng Biotechnology Co., Ltd.",China,1,0.2
6087,"Hunan Museum",China,1,0.2
6087,"Sichuan Institute of Atomic Energy",China,1,0.2
6087,"Environmental Science Research and Design Institute of Zhejiang Province",China,1,0.2
6087,"Anshun Qian Chen Intelligent Material Technology Co., Ltd.",China,1,0.2
6087,"Wenzhou-Kean University (WKU)",China,1,0.2
6087,"Maoming Maternal and Child Health Hospital",China,1,0.2
6087,"Gaomi Municipal Public Utilities Service Center",China,1,0.2
6087,"Shaanxi Xian New Area Water Affairs Group",China,1,0.2
6087,"Wuhan Neuracom Technology Development Co., Ltd.",China,1,0.2
6087,"Changsha Stomatological Hospital",China,1,0.2
6087,"Xuanzhu Biopharmaceutical Co., Ltd.",China,1,0.2
6087,"Electroxolve Technology",China,1,0.2
6087,"Zybio Inc",China,1,0.2
6087,"Berma Technology Group",China,1,0.2
6087,"Guangxi Science and Technology Normal University",China,1,0.2
6087,Infervision,China,1,0.2
6087,"Minjiang Teachers College",China,1,0.2
6087,"Chaowei Power Group Co. Ltd",China,1,0.2
6087,"Nanjing Xiaozhuang University",China,1,0.2
6087,"ANTA Sports Products Limited",China,1,0.2
6087,"Shaanxi Yanchang Petroleum (Group) Co., Ltd.",China,1,0.2
6087,"Shenzhen Rhegen Biotechnology Co., Ltd",China,1,0.2
6087,"Loam Bio",Australia,1,0.2
6087,Fairtility,Israel,1,0.2
6087,"Teijin Ltd.",Japan,1,0.2
6087,"University of Bertoua",Cameroon,1,0.2
6087,"University of Liberia",Liberia,1,0.2
6087,"Université Sultan Moulay Slimane (USMS)",Morocco,1,0.2
6087,"Sacred Heart Hospital - Lantoro Abeokuta",Nigeria,1,0.2
6087,"regate Island Foundation",Seychelles,1,0.2
6087,"Cousine Island Company",Seychelles,1,0.2
6087,"University of Mpumalanga (UMP)","South Africa",1,0.2
6087,"National Heritage Institute (INP)",Tunisia,1,0.2
6087,Oxfam,Uganda,1,0.2
6087,"Rosemary Sharpin - Bacterial Forensics (BFS) Pty Ltd.",Australia,1,0.2
6087,"Nomad Atomics",Australia,1,0.2
6087,"Woodside Energy Ltd.",Australia,1,0.2
6087,"WMAwater Pty Ltd",Australia,1,0.2
6087,Measurlabs,Finland,1,0.2
6087,"Li-S Energy",Australia,1,0.2
6087,"Bangamata Sheikh Fojilatunnesa Mujib Science and Technology University (BSFMSTU)",Bangladesh,1,0.2
6087,"Units Semiconductor Technology Co., Ltd.",China,1,0.2
6087,"China Conservation and Research Center for the Giant Panda",China,1,0.2
6087,"Pulmongene LTD.",China,1,0.2
6087,"Ningbo Kaseen Ecology Technology Co., Ltd",China,1,0.2
6087,"Institute of Strategic Emerging Materials",China,1,0.2
6087,"O-Spheres Limited",China,1,0.2
6087,"EVE Energy Company Limited",China,1,0.2
6087,"Guangdong Wamo New Material Technology Co., Ltd.",China,1,0.2
6087,"Hangzhou Shangcheng District Municipal Engineering Group Co., Ltd",China,1,0.2
6087,"Shoulder Electronics Limited",China,1,0.2
6087,"Qingdao City University (QCU)",China,1,0.2
6087,"Hangzhou Xuejun High School",China,1,0.2
6087,"ISAC Research Inc.","South Korea",1,0.2
6087,"National Institute of Occupational Safety and Health, Japan",Japan,1,0.2
6087,"Fukuoka Institute of Technology (FIT)",Japan,1,0.2
6087,"Research Association of High-Throughput Design and Development for Advanced Functional Materials",Japan,1,0.2
6087,"National Institute of Technology, Ibaraki College",Japan,1,0.2
6087,"Disaster Prevention Research Institute, Kyoto University",Japan,1,0.2
6087,"Himeji Dokkyo University",Japan,1,0.2
6087,"Sumika Chemical Analysis Service (SCAS)",Japan,1,0.2
6087,"University of Fukuchiyama",Japan,1,0.2
6087,"Orion Health","New Zealand",1,0.2
6087,"Fertility Associates","New Zealand",1,0.2
6087,"Coral Reef Research Foundation (CRRF)",Palau,1,0.2
6087,"Baguio City Health Services Office",Philippines,1,0.2
6087,"Nanosun Pte Ltd",Singapore,1,0.2
6087,"Hu Evergreen Pharm Inc.","South Korea",1,0.2
6087,"Seoul Viosys","South Korea",1,0.2
6087,"ID Pharma Co. Ltd",Japan,1,0.2
6087,"Cosmax RI Center","South Korea",1,0.2
6087,"Korea Institute of Oriental Medicine (KIOM)","South Korea",1,0.2
6087,"eMemory Technology Inc.",Taiwan,1,0.2
6087,"Powerchip Semiconductor Manufacturing Corporation",Taiwan,1,0.2
6087,"HeartBeat.bio AG",Austria,1,0.2
6087,"Biological Station Lake Neusiedl",Austria,1,0.2
6087,"Comprehensive Nuclear-Test-Ban Treaty Organization (CTBTO)",Austria,1,0.2
6087,"University of Applied Sciences Salzburg (SUAS)",Austria,1,0.2
6087,"Arb Research","Czech Republic",1,0.2
6087,"EnviDan A/S",Denmark,1,0.2
6087,"University College South Denmark (UC SYD)",Denmark,1,0.2
6087,"Fagligt selskab af Kliniske Diætister (FaKD)",Denmark,1,0.2
6087,"Soitec S.A.",France,1,0.2
6087,"Hong Kong Tuberculosis, Chest and Heart Diseases Association",China,1,0.2
6087,"Guangxi Animal Centers for Disease Control",China,1,0.2
6087,"Guangzhou Baiyun Technology Co., LTD",China,1,0.2
6087,"Institute of Cultural Relics and Archaeology in Xinjiang",China,1,0.2
6087,"Linchr New Energy",China,1,0.2
6087,SEMCORP,China,1,0.2
6087,"Civil and Engineering Development Department of The Government of Hong Kong SAR",China,1,0.2
6087,"Xindayu Environmental Technology (Guangdong) Group Co., Ltd.",China,1,0.2
6087,SUPERMENIS,China,1,0.2
6087,"Anhui Iprocom Biological Technology",China,1,0.2
6087,"Arclight Quantum Computing Inc",China,1,0.2
6087,"Zhejiang Kangjiesi New Material Technology Co., Ltd",China,1,0.2
6087,"Beijing Supracirc Biotechnology",China,1,0.2
6087,"GCE Institute Inc",Japan,1,0.2
6087,"Fiji Ministry of Health",Fiji,1,0.2
6087,"Central University of Kashmir",India,1,0.2
6087,"Jaypee Institute of Information Technology (JIIT)",India,1,0.2
6087,"Tumkur University",India,1,0.2
6087,"Asylum Research Oxford Instruments",Japan,1,0.2
6087,"Bansal Hospital (BH)",India,1,0.2
6087,Extrovis,India,1,0.2
6087,"St Joseph’s College of Arts and Science for Women",India,1,0.2
6087,"Health Equity Action Learnings (HEAL) Foundation",India,1,0.2
6087,"SAM Global University",India,1,0.2
6087,"Institute of Advanced Study in Science and Technology (IASST)",India,1,0.2
6087,"Babasaheb Bhimrao Ambedkar University (BBAU)",India,1,0.2
6087,"Nabarangpur College",India,1,0.2
6087,"Vignan University",India,1,0.2
6087,"QIS College of Engineering and Technology",India,1,0.2
6087,"National Institute of Technical Teachers' Training and Research (NITTTR), Kolkata",India,1,0.2
6087,"SankhyaSutra Labs Pvt. Ltd.",India,1,0.2
6087,"VA Tech Wabag Ltd. (WABAG)",India,1,0.2
6087,"University of Technology of Compiègne (UTC)",France,4,0.2
6087,"Universitas Mercatorum",Italy,4,0.2
6087,"Trinity College Cambridge","United Kingdom (UK)",2,0.2
6087,"Perley Health",Canada,2,0.2
6087,"Southeast Radiation Oncology Group, P.A. (SERO)","United States of America (USA)",1,0.2
6087,"Gennao Bio","United States of America (USA)",1,0.2
6088,"Office Français de la Biodiversité (OFB)",France,2,0.19991015274034
6089,"Akureyri Hospital",Iceland,4,0.19987454819806
6090,"International Joint Research Center for Persistent Toxic Substances (IJRC-PTS)",China,1,0.1995670995671
6091,"Taicang First People's Hospital",China,2,0.19907407407407
6092,"Université du Québec en Outaouais (UQO)",Canada,8,0.19904664078795
6093,"Marine Academy of Zhejiang Province",China,2,0.19886363636364
6094,"Hospital Infantil de México Federico Gómez (HIMFG)",Mexico,6,0.19874059169834
6095,"Beijing Institute of Ophthalmology",China,5,0.19871232311317
6096,"Maanshan People's Hospital",China,3,0.1987098217615
6097,"Sigmund Freud University (SFU)",Austria,5,0.19859218576196
6098,"Xinjiang Institute of Engineering (XJIE)",China,2,0.1984126984127
6098,"Kaili Catalyst & New Materials Co., Ltd.",China,2,0.1984126984127
6098,"Shanghai Municipal Health Commission",China,2,0.1984126984127
6099,"Universitas Hasanuddin (UNHAS)",Indonesia,4,0.19827441077441
6100,"Ospedale Policlinico Casilino",Italy,3,0.19821162444113
6101,"Elixir Pharmatech Inc.","South Korea",2,0.19814814814815
6102,"Society of Critical Care Medicine (SCCM)","United States of America (USA)",3,0.19813422445001
6103,"Nicklaus Children's Hospital","United States of America (USA)",6,0.19813129240204
6104,"Phi Biomed Co., Ltd.","South Korea",2,0.19805194805195
6104,"Vietnam Military Medical University (VMMU)",Vietnam,2,0.19805194805195
6105,"Simón Bolívar University",Colombia,3,0.19802118171683
6106,"Suzhou Hospital of Anhui Medical University",China,2,0.1980056980057
6107,"Iowa Neuroscience Institute","United States of America (USA)",1,0.19791666666667
6108,"Hospital of Southern Norway Trust",Norway,8,0.19775688039041
6109,Vale,Brazil,2,0.19771241830065
6110,"Gelderse Vallei Hospital",Netherlands,5,0.19748470793843
6111,"Desmond Tutu Health Foundation (DTHF)","South Africa",5,0.19734848484848
6112,"National Interuniversity Consortium for the Physical Sciences of Matter (CNISM)",Italy,4,0.19722222222222
6113,Kingenta,China,4,0.19718196457327
6114,"Copenhagen Zoo",Denmark,3,0.19710009729871
6115,"Gran Telescopio de Canarias, S.A. (GRANTECAN)",Spain,2,0.1969696969697
6115,"Asymchem Clinical (Clin-nov)",China,1,0.1969696969697
6115,"ProtonDx Ltd.","United Kingdom (UK)",1,0.1969696969697
6116,"State University of Feira de Santana (UEFS)",Brazil,5,0.19694005841797
6117,"Yongzhou Central Hospital",China,4,0.1968954248366
6118,"Wakefield Orthopaedic Clinic",Australia,2,0.19675925925926
6119,"The Max Stern Yezreel Valley College",Israel,2,0.19642857142857
6119,"CooperSurgical, Inc.","United States of America (USA)",2,0.19642857142857
6119,"Planet Labs","United States of America (USA)",2,0.19642857142857
6119,"Cape Breton University (CBU)",Canada,2,0.19642857142857
6119,"National Ecological Observatory Network, Inc. (NEON, Inc.)","United States of America (USA)",2,0.19642857142857
6119,"Long Covid Support","United Kingdom (UK)",2,0.19642857142857
6119,"Nautilus Environmental Company, Inc.",Canada,2,0.19642857142857
6119,"Brisbane Orthopaedic and Sports Medicine Centre (BOSMC)",Australia,2,0.19642857142857
6119,"Myanmar Ministry of Natural Resources and Environmental Conservation (MONREC)",Myanmar,2,0.19642857142857
6119,"Chongqing Yujiang Intelligent Technology Co., Ltd.",China,3,0.19642857142857
6120,"Intermunicipal Public Health of the Charleroi (ISPPC)",Belgium,4,0.19627594627595
6121,"Tianjin Central Hospital of Gynecology and Obstetrics",China,3,0.1962577962578
6122,"Mediterranea University of Reggio Calabria (UNIRC)",Italy,11,0.19609004587133
6123,"Wuyi Hospital of Traditional Chinese Medicine",China,4,0.19608262108262
6124,"ExesaLibero Pharma, Inc.","United States of America (USA)",1,0.19607843137255
6125,"Gansu Provincial Hospital",China,5,0.19602434602435
6126,"Pederzoli Hospital",Italy,4,0.19552447552448
6127,"mzio GmbH",Germany,2,0.19551282051282
6128,"Dongying People’s Hospital",China,3,0.19545454545455
6129,"National Surgical Adjuvant Breast and Bowel Project (NSABP)","United States of America (USA)",8,0.195389572089
6130,"Royal United Hospitals Bath NHS Trust","United Kingdom (UK)",5,0.19513003899823
6131,"Texas Diabetes and Endocrinology (TD&E)","United States of America (USA)",3,0.19493464052288
6132,"Nordland Hospital",Norway,5,0.19493438376965
6133,"Swedish Collegium for Advanced Study (SCAS)",Sweden,3,0.19484882418813
6134,"Tsuchiura Kyodo General Hospital",Japan,4,0.19477560961122
6135,"Santa Maria delle Croci Hospital",Italy,7,0.19463980709116
6136,"City of Albuquerque","United States of America (USA)",2,0.19457013574661
6137,"Shandong Business and Technology University",China,2,0.19444444444444
6137,"Lakeside Labs GmbH",Austria,2,0.19444444444444
6137,"Our Lady's Children’s Hospital",Ireland,1,0.19444444444444
6137,CABI,"United Kingdom (UK)",1,0.19444444444444
6137,"Pancreas Centre BC",Canada,1,0.19444444444444
6138,"Karlstad Central Hospital",Sweden,3,0.19429824561404
6139,"Chicago State University (CSU)","United States of America (USA)",20,0.19423871767232
6140,"Ardigen, S.A.",Poland,2,0.19396551724138
6141,"Shanghai OE Biotech Co., Ltd.",China,2,0.19384615384615
6142,"Japan Anti-Tuberculosis Association (JATA)",Japan,6,0.19368177532734
6143,"Asociación Civil Impacta Salud y Educación",Peru,3,0.19365079365079
6144,"PeptiDream Inc.",Japan,1,0.19354838709677
6145,"Catalan Down Syndrome Foundation",Spain,2,0.19337606837607
6146,"Institute for Diagnostic Imaging (IDI)",Spain,16,0.19326063898989
6147,"”la Caixa” Foundation",Spain,2,0.19323116219668
6148,"Madras Diabetes Research Foundation (MDRF)",India,5,0.19322790834523
6149,"Royal Academy of Sciences and Arts of Barcelona (RACAB)",Spain,3,0.19322344322344
6150,"Taronga Conservation Society Australia",Australia,4,0.19295266896466
6151,"Bezmialem Vakıf University",Turkey,3,0.19289867109635
6152,"Oriental Fortune Capital (OFC)",China,2,0.19285714285714
6153,"China Academy of Safety Science and Technology",China,4,0.19238782051282
6154,"The Carter Center","United States of America (USA)",2,0.1923624288425
6155,"Egyptian Museum in Cairo (EMC)",Egypt,1,0.19230769230769
